rank,Unnamed: 0,restaurant,Price,Rating,Dishes,review-1,review-1.1,review-2,review-2.1,review-3,review-3.1,review-4,review-4.1,review-5,reviews-5,review_count,review-1_sentiment,review-2_sentiment,review-3_sentiment,review-4_sentiment,review-5_sentiment,overall_sentiment,rating_norm,sent_norm,volume_boost,rec_score,Dishes_tokens,Dishes_tokens_str,Cuisines_tokens,Dishes_specific_tokens,Cuisines_tokens_str,Dishes_specific_tokens_str
35,23,Circuit House,2000,4.4,"North Indian, Italian, Continental, Chinese, Mughlai, Desserts, Beverages

₹2,000 for two","Nice ambience and service was also good by Narayan.
Overall a good experience",1.0,"Had mutton ghee roast and butter chicken, very good food. very good service by Narayan..staff very helpful and polite.",4.0,"Valet was very rude. He denied to take car even though there were 3 people present. They had no idea how to talk to guests.. ready to fight
Food was fine but the overall experience was pathetic because of this incident. No one really cared to even be bothered about it",3.0,"Narayan and the staff has great service, food’s great and overall a good ambiance",2.0,,,4,0.999859214,0.999732196,-0.999582946,0.999879122,,0.499971896,0.88,0.749985948,0.8,0.814495082,"['north indian', 'italian', 'continental', 'chinese', 'mughlai', 'desserts']",north indian; italian; continental; chinese; mughlai; desserts,"['north indian', 'italian', 'continental', 'chinese', 'mughlai', 'desserts']",[],north indian; italian; continental; chinese; mughlai; desserts,
36,25,Portico - Sayaji Hotel,1600,4.4,"North Indian, Asian, Fast Food, Salad, South Indian, Bar Food, Beverages

₹1,600 for two","I prefer going to Portico because the food has been great in the past. but lately, the service has been downgraded. the plates are not stocked on time. the chef and waiter are seen arguing while the customers are on the counters. if you ask for glass or bowl while at the counter, they hardly acknowledge and then make you wait while they are busy with something else. the quality of food was not upto the mark. the veg and non veg buffet costs the same which seems too much for the vegetarian to be paying for. at the entrance lobby, they have a sign that says no tipping with the note that you don't tip your close ones.. and the irony is that they add service charge to the bill. Isn't that the...read more",1.0,"Recommended, food is delicious and staff humble on service.",5.0,Good service by Harshal and Rohan,4.0,Food packaging,3.0,,,4,-0.999292493,0.999858618,0.999611795,0.992438614,,0.498154134,0.88,0.749077067,0.8,0.814176973,"['north indian', 'asian', 'fast food', 'salad', 'south indian', 'bar food']",north indian; asian; fast food; salad; south indian; bar food,"['north indian', 'asian', 'fast food', 'south indian', 'bar food']",['salad'],north indian; asian; fast food; south indian; bar food,salad
37,61,Daily Dosa,250,3.9,"South Indian, Fast Food

₹250 for two","Great taste

-Shiva",1.0,The taste here is good. Even the quality of the food is great.,5.0,Dosa is crunchy & sambar is spicy like us taste is maitain as per our requirement most recommended Thank you Daily Dosa😋,3.0,,,,,3,0.999774992,0.999873042,0.99745816,,,0.999035398,0.78,0.999517699,0.6,0.811831195,['south indian'],south indian,['south indian'],[],south indian,
38,13,Rio Kitchen & Bar,1400,4.1,"Chinese, Continental, Pasta, North Indian, Salad, BBQ, Fast Food, Beverages

₹1,400 for two",Excellent service by Tularam,1.0,Tularam provided service excellence and was happy for it,5.0,Tularam superb service!!,4.0,Tularam was great with the service,3.0,"We visited Rio Hinjewadi on a Saturday night with a group of 11 people, expecting a fun night out. Despite the place being almost empty, the staff refused to accommodate us on any of the available larger tables near the dance floor. Saying they don’t allow joining tables near dance floor. Instead, initially they gave us a table meant for 6, with one small table forcefully attached — definitely not enough for 11 people to sit comfortably. Later on somehow we asked them to give us one larger table in front of their dance floor.

Still, we let that slide and went ahead to enjoy the evening. We ordered a lot — our bill crossed ₹20,000 — but the food was just average, nothing...read more",2.0,4,0.999776542,0.999868393,0.999817789,0.999785602,-0.993745685,0.601100528,0.82,0.800550264,0.8,0.808192592,"['chinese', 'continental', 'pasta', 'north indian', 'salad', 'bbq', 'fast food']",chinese; continental; pasta; north indian; salad; bbq; fast food,"['chinese', 'continental', 'north indian', 'fast food']","['pasta', 'salad', 'bbq']",chinese; continental; north indian; fast food,pasta; salad; bbq
39,15,Santorini by Hilton Garden Inn,3500,4.1,"Mediterranean, Continental, Salad, Pasta, Sandwich, Pizza, Desserts

₹3,500 for two","amazing service , rushikesh was really nice and polite .
would love to come here again and again",1.0,Abhay gave good service,5.0,"Food , Ambience, and Vibes are very good ..thanks abhay for good hospitality",4.0,Taste was not up to the mark and many Items are not available which we in the menu. Service delay.,3.0,Abhay was really polite while serving n the served the bestest best service,2.0,4,0.999839187,0.999815643,0.999876857,-0.99968493,0.99870193,0.599709737,0.82,0.799854869,0.8,0.807949204,"['mediterranean', 'continental', 'salad', 'pasta', 'sandwich', 'pizza']",mediterranean; continental; salad; pasta; sandwich; pizza,"['continental', 'pizza']","['mediterranean', 'salad', 'pasta', 'sandwich']",continental; pizza,mediterranean; salad; pasta; sandwich
40,68,Copper Chimney,1600,4.4,"North Indian, Kebab, Biryani, Mughlai, Desserts, Beverages

₹1,600 for two",Wonderful food. Great service.,3.0,Food and service is very good,2.0,,,,,,,2,0.999884844,0.999865532,,,,0.999875188,0.88,0.999937594,0.4,0.801978158,"['north indian', 'kebab', 'biryani', 'mughlai', 'desserts']",north indian; kebab; biryani; mughlai; desserts,"['north indian', 'biryani', 'mughlai', 'desserts']",['kebab'],north indian; biryani; mughlai; desserts,kebab
41,67,The 3 Musketeers Cafe & Bar,1200,4.4,"Continental, Chinese, North Indian, Mughlai, Biryani, Italian, Fast Food, Desserts

₹1,200 for two",Thanks for the amazing hospitality by Sonu. We really enjoyed a lot with live music and delicious food.,4.0,Food was good. Service by Sonu was great.,3.0,,,,,,,2,0.999884009,0.999858975,,,,0.999871492,0.88,0.999935746,0.4,0.801977511,"['continental', 'chinese', 'north indian', 'mughlai', 'biryani', 'italian', 'fast food']",continental; chinese; north indian; mughlai; biryani; italian; fast food,"['continental', 'chinese', 'north indian', 'mughlai', 'biryani', 'italian', 'fast food']",[],continental; chinese; north indian; mughlai; biryani; italian; fast food,
42,35,Bombay Culture The Cafe,450,4.2,"Continental, Chinese, Burger, Pizza, Fast Food, Street Food, Beverages

₹450 for two","they have to improve alot.
food was ok.
they made it too spicy instead of giving prior instructions",1.0,"Ambiance can be improved, the price of food is quite high for the place",5.0,The food is amazing but the portion size and cost don't match,4.0,It is a good cafe. Love the food . Love the vibe here. I love their dumplings n mushrooms toasties.,3.0,,,4,0.937963307,0.998373151,-0.980422556,0.999876618,,0.48894763,0.84,0.744473815,0.8,0.796565835,"['continental', 'chinese', 'burger', 'pizza', 'fast food', 'street food']",continental; chinese; burger; pizza; fast food; street food,"['continental', 'chinese', 'burger', 'pizza', 'fast food']",['street food'],continental; chinese; burger; pizza; fast food,street food
43,77,Midori Coffee And Eatery,1000,4.1,"Cafe, Coffee

₹1,000 for two","Best place ever the food is amazing, everyone must try this.",5.0,"Had a lovely experience at Midori Café! The wood-fired pizza was perfectly crisp and flavorful, the garlic bread was fresh and buttery, and the jaggery latte was a unique and comforting drink. The café has a cozy vibe, and the staff was friendly and quick. A great spot to relax and enjoy good food — definitely coming back!",2.0,,,,,,,2,0.999495506,0.999865174,,,,0.99968034,0.82,0.99984017,0.4,0.77794406,['cafe'],cafe,['cafe'],[],cafe,
44,16,Ajinkya Executive,850,3.7,"Chettinad, Biryani, Kebab, Chinese, Mangalorean, Mughlai, Seafood, Beverages

₹850 for two",fresh food,1.0,Low rate Drink and real Food,3.0,fresh food,2.0,customizable food,5.0,fresh food,3.0,4,0.999862909,-0.998187482,0.999862909,0.998068392,0.999862909,0.599893928,0.74,0.799946964,0.8,0.775981437,"['chettinad', 'biryani', 'kebab', 'chinese', 'mangalorean', 'mughlai', 'seafood']",chettinad; biryani; kebab; chinese; mangalorean; mughlai; seafood,"['biryani', 'chinese', 'mughlai', 'seafood']","['chettinad', 'kebab', 'mangalorean']",biryani; chinese; mughlai; seafood,chettinad; kebab; mangalorean
45,86,Pie and Pea Cafe & Bakery,900,3.9,"Cafe, Coffee, Bakery, Pizza, Sandwich, Fast Food, Biryani, Desserts

₹900 for two","i loved the food and packaging, quantity was also good and great taste! would recommend!",4.0,Food very good ; timely delivery : perfect food and taste,3.0,,,,,,,2,0.999876976,0.999878049,,,,0.999877512,0.78,0.999938756,0.4,0.761978565,"['cafe', 'coffee', 'bakery', 'pizza', 'sandwich', 'fast food', 'biryani']",cafe; coffee; bakery; pizza; sandwich; fast food; biryani,"['cafe', 'coffee', 'pizza', 'fast food', 'biryani']","['bakery', 'sandwich']",cafe; coffee; pizza; fast food; biryani,bakery; sandwich
46,84,De Lush Leaf,750,3.9,"Pizza, Panini, Salad, Healthy Food, Chinese, Wraps, Coffee, Beverages

₹750 for two","The food was delicious and it was worth the price. It's has a perfect blend for healthy food and munching snacks.
Sir Dnyanesh was extremely pleasing and gave the best recommendations to every choice.",5.0,"Loved the peaceful vibes at De Lush Leaf! The food is super fresh and flavorful — we tried their Green Goodness Pizza and Banana Dates Smoothie Bowl, both were amazing. Bonus: they’ve started canvas painting too, which made our visit extra fun and unique. Definitely a must-visit spot in Baner!",4.0,,,,,,,2,0.999874353,0.999836445,,,,0.999855399,0.78,0.9999277,0.4,0.761974695,"['pizza', 'panini', 'salad', 'healthy food', 'chinese', 'wraps', 'coffee']",pizza; panini; salad; healthy food; chinese; wraps; coffee,"['pizza', 'chinese', 'coffee']","['panini', 'salad', 'healthy food', 'wraps']",pizza; chinese; coffee,panini; salad; healthy food; wraps
47,88,Desi Eats,400,3.9,"North Indian, Street Food

₹400 for two","The food quality is consistently outstanding, exceeding my expectations every time and completely impressed with their professionalism.",5.0,Homestyle meal with great taste,4.0,,,,,,,2,0.999882102,0.999827087,,,,0.999854594,0.78,0.999927297,0.4,0.761974554,['north indian'],north indian,['north indian'],[],north indian,
48,85,Poetry by Love and Cheesecake,1800,3.9,"Bakery, Desserts, Cafe, Continental, Sandwich, Beverages, Finger Food, Coffee

₹1,800 for two",Ahmad Razo good service,5.0,"experience was good
food 10/10
service 10/10
vibes 10/10
recommend specially cheese cake and omelets",4.0,,,,,,,2,0.993948698,0.999284565,,,,0.996616632,0.78,0.998308316,0.4,0.761407911,"['bakery', 'desserts', 'cafe', 'continental', 'sandwich', 'beverages', 'finger food']",bakery; desserts; cafe; continental; sandwich; beverages; finger food,"['desserts', 'cafe', 'continental', 'beverages']","['bakery', 'sandwich', 'finger food']",desserts; cafe; continental; beverages,bakery; sandwich; finger food
49,40,24/7 Gallery Café - Hyatt Place,2500,3.7,"Asian, Chinese, Italian, North Indian, Oriental, Healthy Food, Desserts, Beverages

₹2,500 for two","Food was Ok, we liked few and some were average. Service by Chumki and another member was excellent",1.0,Food is as good as always,4.0,Food was Ok. Service and ambience good,3.0,food was stale and lack taste,2.0,,,4,0.999656439,0.999871969,0.999854207,-0.999787509,,0.499898776,0.74,0.749949388,0.8,0.758482286,"['asian', 'chinese', 'italian', 'north indian', 'oriental', 'healthy food', 'desserts']",asian; chinese; italian; north indian; oriental; healthy food; desserts,"['asian', 'chinese', 'italian', 'north indian', 'oriental', 'desserts']",['healthy food'],asian; chinese; italian; north indian; oriental; desserts,healthy food
50,45,The Barkhana,2000,4.6,"Bar Food, Mughlai, Chinese, North Indian, Fast Food, Desserts, Beverages, Sichuan

₹2,000 for two",amazing taste I had jamacian chicken tikka,4.0,the noodles were bit smelly so not sure how fresh it was .. and zomato customer service is a joke ..,3.0,Good Food and ambience. but a unusual element in bill called STAFF CONTRIBUTION which is nearly 10%,2.0,,,,,3,0.992401361,-0.999248445,0.999444664,,,0.33086586,0.92,0.66543293,0.6,0.750901525,"['bar food', 'mughlai', 'chinese', 'north indian', 'fast food', 'desserts', 'beverages']",bar food; mughlai; chinese; north indian; fast food; desserts; beverages,"['bar food', 'mughlai', 'chinese', 'north indian', 'fast food', 'desserts', 'beverages']",[],bar food; mughlai; chinese; north indian; fast food; desserts; beverages,
51,91,Saundarya Garden,1400,3.7,"Chinese, Rolls, Oriental, Seafood, North Indian, Mughlai, Desserts, Beverages

₹1,400 for two",good food,1.0,good taste,2.0,,,,,,,2,0.999862552,0.999845505,,,,0.999854028,0.74,0.999927014,0.4,0.745974455,"['chinese', 'rolls', 'oriental', 'seafood', 'north indian', 'mughlai', 'desserts']",chinese; rolls; oriental; seafood; north indian; mughlai; desserts,"['chinese', 'oriental', 'seafood', 'north indian', 'mughlai', 'desserts']",['rolls'],chinese; oriental; seafood; north indian; mughlai; desserts,rolls
52,108,Huber & Holly,800,4.3,"Desserts, Ice Cream, Shake, Coffee, Pasta, Sandwich, Pizza, Cake

₹800 for two",amazing taste.,5.0,,,,,,,,,1,0.999882698,,,,,0.999882698,0.86,0.999941349,0.2,0.743979472,"['desserts', 'ice cream', 'shake', 'coffee', 'pasta', 'sandwich', 'pizza']",desserts; ice cream; shake; coffee; pasta; sandwich; pizza,"['desserts', 'coffee', 'pizza']","['ice cream', 'shake', 'pasta', 'sandwich']",desserts; coffee; pizza,ice cream; shake; pasta; sandwich
53,107,Tales & Spirits - Hunters Bistro,1450,4.3,"Italian, Continental, North Indian, Biryani, Pizza, Fast Food, Desserts, Beverages

₹1,450 for two",Moodie Foodie,3.0,,,,,,,,,1,0.998630047,,,,,0.998630047,0.86,0.999315023,0.2,0.743760258,"['italian', 'continental', 'north indian', 'biryani', 'pizza', 'fast food', 'desserts']",italian; continental; north indian; biryani; pizza; fast food; desserts,"['italian', 'continental', 'north indian', 'biryani', 'pizza', 'fast food', 'desserts']",[],italian; continental; north indian; biryani; pizza; fast food; desserts,
54,48,Aloraa Garden Kitchen & Bar,1500,4.5,"Maharashtrian, Continental, Chinese, Kebab, Biryani, Fast Food, Desserts, Bar Food

₹1,500 for two","The food was average. Zomato displayed a 20% discount at the time of booking, but it was not applied during payment.",5.0,Raj was good in service,4.0,"Nayan Being the best !!Provided a good service!! Good ambience !! Good music!!
Peace to visit anyday!!",3.0,,,,,3,-0.996457756,0.999818027,0.999864221,,,0.334408164,0.9,0.667204082,0.6,0.743521429,"['maharashtrian', 'continental', 'chinese', 'kebab', 'biryani', 'fast food', 'desserts']",maharashtrian; continental; chinese; kebab; biryani; fast food; desserts,"['maharashtrian', 'continental', 'chinese', 'biryani', 'fast food', 'desserts']",['kebab'],maharashtrian; continental; chinese; biryani; fast food; desserts,kebab
55,50,Independence Brewing Company,2500,4.5,"American, Continental, Pizza, Fast Food, Salad, Beverages

₹2,500 for two",food is average . somewhere the place has lost its sheen and charm,1.0,Excellent food and service,4.0,Gonesh ..great service,2.0,,,,,3,-0.999752223,0.999868751,0.999459326,,,0.333191951,0.9,0.666595976,0.6,0.743308591,"['american', 'continental', 'pizza', 'fast food', 'salad']",american; continental; pizza; fast food; salad,"['continental', 'pizza', 'fast food']","['american', 'salad']",continental; pizza; fast food,american; salad
56,41,Hotel Sanket Inn,950,3.6,"North Indian, Chinese, Seafood, Mughlai, Biryani, Beverages

₹950 for two","First thing is when we entered the restaurant they informed us this restaurant accepts Zomato dining pay option. We ordered our foods and specifically told them to make some of the starters spicy, the waiter even told yes we'll do that. The Butter Naan which were ordered was not even having butter on them. Coming to the starters it was not spicy at all rather all were sweeter. Later when we asked why isn't it spicy the utter reply of the waiter was these starters can never be made spicy at all, Why can't you people tell that in first place???, Instead you told yes we will make it spicy. Next we had some 7up and mirinda juice which was labelled as mrp 40-45. When they gave the bill, it was...read more",1.0,There is nothing which I didn't like at Sanket barbeque. This place is like a hidden Gem. Scrumptious Buffet spread. Staff is prompt. Should re visit for more,3.0,Food and staffs were good and cooperative. Need to work on serving part as the starter serving service was late. Dhananjay was very cooperative and polite.,2.0,"Good place, but need to work out on service part.
Food service time is more . But staff is attentive they match up it.
Chicken Angara kebab was great it was juicy & properly cooked.",1.0,,,4,-0.989838719,0.769959152,0.999048769,0.999329329,,0.444624633,0.72,0.722312316,0.8,0.740809311,"['north indian', 'chinese', 'seafood', 'mughlai', 'biryani']",north indian; chinese; seafood; mughlai; biryani,"['north indian', 'chinese', 'seafood', 'mughlai', 'biryani']",[],north indian; chinese; seafood; mughlai; biryani,
57,94,Cafe Love Lock,350,3.6,"Fast Food, Sandwich, Burger, Coffee

₹350 for two",customizable food,1.0,Very best cafe in pcmc bet test bset food quality,3.0,,,,,,,2,0.998068392,0.99609071,,,,0.997079551,0.72,0.998539776,0.4,0.737488921,"['fast food', 'sandwich', 'burger']",fast food; sandwich; burger,"['fast food', 'burger']",['sandwich'],fast food; burger,sandwich
58,110,Intactu,1500,4.2,"North Indian, Biryani, Mughlai, Pizza, Pasta, Italian, Fast Food, Desserts

₹1,500 for two","The place was really nice, the service was also good as well as the staff. Must visit:)",5.0,,,,,,,,,1,0.999811351,,,,,0.999811351,0.84,0.999905676,0.2,0.735966986,"['north indian', 'biryani', 'mughlai', 'pizza', 'pasta', 'italian', 'fast food']",north indian; biryani; mughlai; pizza; pasta; italian; fast food,"['north indian', 'biryani', 'mughlai', 'pizza', 'italian', 'fast food']",['pasta'],north indian; biryani; mughlai; pizza; italian; fast food,pasta
59,52,Yakii,1500,4.4,"Asian, Thai, Sushi, Desserts, Beverages

₹1,500 for two","amazing food, very good service by babli and ujwal. crazy ambience. must visit",1.0,Great service and ambience,3.0,the service was poor and the started served had to be made again as it was overcooked and oily (had ordered spring roll and it was not coated properly and broke while frying and was not checked by the chef before serving). This wasted 15 min of our time.,2.0,,,,,3,0.999867558,0.99986279,-0.999594867,,,0.333378494,0.88,0.666689247,0.6,0.735341236,"['asian', 'thai', 'sushi', 'desserts']",asian; thai; sushi; desserts,"['asian', 'desserts']","['thai', 'sushi']",asian; desserts,thai; sushi
60,112,Spice Factory,1800,4.1,"North Indian, Mughlai, Chinese, Biryani, Pizza, Pasta, Beverages

₹1,800 for two",Full of taste love to try again..,3.0,,,,,,,,,1,0.999678493,,,,,0.999678493,0.82,0.999839246,0.2,0.727943736,"['north indian', 'mughlai', 'chinese', 'biryani', 'pizza', 'pasta']",north indian; mughlai; chinese; biryani; pizza; pasta,"['north indian', 'mughlai', 'chinese', 'biryani', 'pizza']",['pasta'],north indian; mughlai; chinese; biryani; pizza,pasta
61,24,Panch-Sattva,1200,4.4,"South Indian, Beverages, Desserts

₹1,200 for two","A very authentic, fresh, tasty and welcoming experience. Do try this place without a miss.

The ingredients and preparation are very fresh and staff is nurtured with good values which actually reflects on their food. The pricing range is very good and bang for every buck you pay. For people looking for quality servings and are just in right mood to have an authentic south indian taste food with a variety of options, this is the right place. They do have a thali option which itself is a good way to explore their best flavours at once.

When I discussed further about the recipes with the owner i found those are actually from the books of her grandparents. So you’re getting it as an...read more",1.0,"Panch-Satva is one of the latest addition into the array of restaurants at Balewadi High Street. While Balewadi High Street is full of party places designed to attract young adults, Pancha-Sattva stands out as a unique destination for a family out. Serving vegetarian South Indian food, Panch-Sattva is the only restaurant in it's category at Balewadi High Street. Two wheeler and Four Wheeler parking available. I visited Pancha-Sattva with a friend on a weekend, Saturday morning for late breakfast. It is a small restaurant with indoor and outdoor seating. The indoor ambience can be defined as positive and vibrant. However, it seems to noisy and crammed on a busy day. Being a cool rainy...read more",5.0,service is too slow and taste needs to be improved the idli batter was sour.,3.0,"Very bad food, nowhere close to South Indian taste, no taste at all, in fact. Below average service not recommended.",2.0,,,4,0.999853253,0.997806132,-0.999773204,-0.999734104,,-0.000461981,0.88,0.49976901,0.8,0.726919153,"['south indian', 'beverages']",south indian; beverages,"['south indian', 'beverages']",[],south indian; beverages,
62,29,Favela,1500,4.2,"Continental, North Indian, Chinese, Pizza, Fast Food, Biryani, Desserts, Bar Food

₹1,500 for two",All of us who dined here ended up with stomach infections the same day. Clearly something was wrong with the food hygiene or freshness. This is not just disappointing — it's dangerous. Would not recommend this place 👎,1.0,"went there to celebrate our anniversary, it wasn't a good experience. The ambience is average, food is not up to the mark",5.0,Excellent food Quality and Service,3.0,"Fantastic Dining Experience at Favela Restaurant!

I had an amazing time at Favela Restaurant! The ambiance is vibrant and beautifully designed — a perfect blend of comfort and style. The staff were warm, attentive, and made sure we were well taken care of throughout our visit.Especially sunny has served us and he is amazing.

The food was absolutely delicious — every dish was packed with flavor and presented beautifully. From starters to dessert, everything exceeded expectations. The menu offers a great variety, and the quality of ingredients really stands out.

Highly recommend Favela Restaurant for anyone looking for a memorable dining experience with great food, service, and...read more",2.0,,,4,-0.999057353,-0.999426961,0.999867439,0.999889493,,0.000318155,0.84,0.500159077,0.8,0.711055677,"['continental', 'north indian', 'chinese', 'pizza', 'fast food', 'biryani', 'desserts']",continental; north indian; chinese; pizza; fast food; biryani; desserts,"['continental', 'north indian', 'chinese', 'pizza', 'fast food', 'biryani', 'desserts']",[],continental; north indian; chinese; pizza; fast food; biryani; desserts,
63,96,Sahyadri Veg And Non Veg,1000,3.3,"Maharashtrian, North Indian, Mughlai, Biryani, Kebab, Chinese

₹1,000 for two",Best home made style maharashtrian taste food. But I was expecting bhakri instead of tandoor roti. Pls charge little extra but serve bhakri. People will pay. Rest all Gud,2.0,"Veg food and non-veg food both are very tasty food, you can taste it once.",1.0,,,,,,,2,0.929246962,0.99941957,,,,0.964333266,0.66,0.982166633,0.4,0.707758322,"['maharashtrian', 'north indian', 'mughlai', 'biryani', 'kebab']",maharashtrian; north indian; mughlai; biryani; kebab,"['maharashtrian', 'north indian', 'mughlai', 'biryani']",['kebab'],maharashtrian; north indian; mughlai; biryani,kebab
64,113,Malgudi,450,3.8,"South Indian, Beverages

₹450 for two","Food was really yummy and delicious, their tiffin thali is definitely a hit ! Also beverages like butter milk and coffee are must ones to try",3.0,,,,,,,,,1,0.999730289,,,,,0.999730289,0.76,0.999865144,0.2,0.703952801,['south indian'],south indian,['south indian'],[],south indian,
65,60,The Boho House Cocktail Bar,1400,4.0,"North Indian, Fast Food

₹1,400 for two",Food was amazing recommend sushi and croissant sandwich,1.0,Food wasn’t that good. We ordered pasta which was half cooked. Even the place wasn’t well lit.,5.0,The ambience was amazing and staff was very friendly,4.0,,,,,3,0.999749839,-0.999615431,0.99988091,,,0.333338439,0.8,0.66666922,0.6,0.703334227,['north indian'],north indian,['north indian'],[],north indian,
66,38,Madrasi Raja,200,4.1,"South Indian, Street Food, Beverages

₹200 for two",Good quality and excellent taste,1.0,"I ordered Rasam Rice and Idli Wada Sambar, but the experience was very disappointing. The rasam rice didn’t have any rasam with it, and the amount of sambar provided was not enough even for two idlis — I couldn’t eat the wada at all. When I contacted the restaurant, they claimed that rasam and sambar were packed together, which doesn’t make sense.rasam and sambar are not the same.The food also didn’t taste good overall. Very poor quality and packaging. Not worth the money. not worth one star also",5.0,authentic south Indian food. loved it. with great packing and good delivery services,3.0,"Both idli and dosa did not taste fresh at all, it tasted stale, white chutney has huge chunks of coconut in it. Sambhar is bad.

Ordered first time, didn’t had a good experience.",2.0,,,4,0.999873519,-0.999783576,0.999884129,-0.999640703,,8.33e-05,0.82,0.500041671,0.8,0.703014585,"['south indian', 'street food']",south indian; street food,['south indian'],['street food'],south indian,street food
67,62,Coconut Chutneey - The South Canteen,200,3.8,"South Indian

₹200 for two",the thing with takeway is - there is no one to check or complain about food quantity. I had ordered through phone for takeway- and compare this to when I had dined at the restaurant - the portion size reduced by 40℅ on takeway food. For parcel they charge extra for additional chutney - and what you get normally with each dish is very little. The other thing is if they reduced the portion size while dining it won't look good - because the rest of the crowd notices and judges the food qty,1.0,"best South Indian food. upma was awesome. even test of sambar red chutney green chutney was awesome. the test of dosa and idli potato subji.. were awesome.
first time I feel on zomato it is a home cooked food",5.0,"This is my go to place for having south indian food. Very tasty , good hygiene, they offer wide variety and filter coffee is must try. Highly recommended for authentic south indian.",2.0,,,,,3,-0.999092221,0.999753892,0.999310017,,,0.333323896,0.76,0.666661948,0.6,0.687331682,[],,[],[],,
68,10,Ruhmani By Hilton Garden Inn,3000,4.2,"North Indian, Chinese, Biryani, Desserts, Beverages

₹3,000 for two",food is good.. service is good.,1.0,"I would like to take a couple of points which has to be kept in mind

- It doesn't apply the offer for buffet through Zamoto
- Buffet variety is minimal, predominantly non-veg items - starters and main course
- The test is not up to the mark based on their 5-star hotel marking
- Price is too high - You can choose Barbeque Nation, it is the best option with more variety.
- There is a service person Aayush is very unprofessional way of talks as well.
-",5.0,Food and service were good. Ishaan was helpful in arranging food as per our choice for our baby,4.0,"Pathetic service to Zomato booking customers, we were expecting Good service from luxurious brands.",3.0,"Pathetic service. As a diamond member, I felt unwelcomed",2.0,4,0.999858737,-0.981711149,0.999749243,-0.984202743,-0.999076247,-0.193076432,0.84,0.403461784,0.8,0.677211624,"['north indian', 'chinese', 'biryani', 'desserts']",north indian; chinese; biryani; desserts,"['north indian', 'chinese', 'biryani', 'desserts']",[],north indian; chinese; biryani; desserts,
69,8,YOLO Gastro Lounge,1900,4.2,"Finger Food, North Indian, Continental, Desserts, Bar Food, Beverages

₹1,900 for two","Poor service
Arogant Manager
Reserve dance floor for private party without intimation to others
Food quality is poor
No vibes
I regret and waste of money
Don't visit",1.0,Manoj Rana services was awesome,5.0,"Not Worth It
The food didn’t taste good, and the yeast items were really bad. Staff didn’t treat us well, and service was slow. The prices were much higher than what was shown online. Totally disappointing visit.",4.0,"Very Bad Experience
The food was not good, especially the items made with yeast. The service was slow and the staff was not friendly. The prices were too high, and the amount on the bill was more than what I saw on Tomato Booking. I won’t go there again.",3.0,Good food,2.0,4,-0.998713255,0.999813497,-0.999755919,-0.999745071,0.999862552,-0.199707639,0.84,0.40014618,0.8,0.676051163,"['finger food', 'north indian', 'continental', 'desserts', 'bar food']",finger food; north indian; continental; desserts; bar food,"['north indian', 'continental', 'desserts', 'bar food']",['finger food'],north indian; continental; desserts; bar food,finger food
70,64,Mekong Folks,2000,4.6,"Asian, Cantonese, Sushi, Japanese, Chinese, Salad, Seafood, Beverages

₹2,000 for two","We were a group of 8 who visited for dinner.
The food was extremely oily, despite us ordering a minimal and simple spread. Unfortunately, all of us started experiencing throat pain and stomach aches the very next day. This strongly suggests issues with food quality and hygiene. It was a highly unpleasant and concerning experience.",5.0,Shumona was our server and she was extremely polite. The taste of food and drinks was also really good,3.0,,,,,,,2,-0.994556904,0.999837995,,,,0.002640545,0.92,0.501320273,0.4,0.643462095,"['asian', 'cantonese', 'sushi', 'japanese', 'chinese', 'salad', 'seafood']",asian; cantonese; sushi; japanese; chinese; salad; seafood,"['asian', 'chinese', 'seafood']","['cantonese', 'sushi', 'japanese', 'salad']",asian; chinese; seafood,cantonese; sushi; japanese; salad
71,66,Aromas Cafe & Bistro,1000,4.5,"Continental, Burger, Sandwich, Pizza, Italian, Arabian, Salad, Desserts

₹1,000 for two","exc e plenty food, great service dont miss it",1.0,"Very very slow service and we may not come again.
Food was served spicy twice despite telling non spicy",5.0,,,,,,,2,0.995790184,-0.987514079,,,,0.004138052,0.9,0.502069026,0.4,0.635724159,"['continental', 'burger', 'sandwich', 'pizza', 'italian', 'arabian', 'salad']",continental; burger; sandwich; pizza; italian; arabian; salad,"['continental', 'burger', 'pizza', 'italian']","['sandwich', 'arabian', 'salad']",continental; burger; pizza; italian,sandwich; arabian; salad
72,65,Downtown Club,4000,4.5,"Italian, American, Asian, Chinese, Mexican, Modern Indian, North Indian, Beverages

₹4,000 for two",Extremely bad food. Need my money back,3.0,good service by the Staff,2.0,,,,,,,2,-0.999799788,0.999819577,,,,9.89e-06,0.9,0.500004947,0.4,0.635001732,"['italian', 'american', 'asian', 'chinese', 'mexican', 'modern indian', 'north indian']",italian; american; asian; chinese; mexican; modern indian; north indian,"['italian', 'asian', 'chinese', 'north indian']","['american', 'mexican', 'modern indian']",italian; asian; chinese; north indian,american; mexican; modern indian
